,time,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,
532,20181110080122,527,84,71,21,15,525,101,,
533,20181110080132,524.8,59,70,21,15,525,37,,
534,20181110080142,526.5,63,70,21,15,526,40,,
535,20181110080152,529.7,0,70,21,15,535,-95,,
536,20181110080202,534.9,-101,70,21,15,536,-107,,
537,20181110080212,534.8,-82,70,21,15,535,-82,,
538,20181110080222,526.2,38,70,21,15,529,0,,
539,20181110080232,530.3,10,70,21,15,531,0,,
540,20181110080242,516.3,234,70,21,15,514,244,,
541,20181110080252,532.6,-24,70,21,15,532,-25,,
542,20181110080302,530.4,10,70,21,15,531,0,,
543,20181110080312,530.5,10,70,21,15,531,0,,
544,20181110080322,530.5,11,70,21,15,531,0,,
545,20181110080332,528.3,36,70,21,15,528,24,,
546,20181110080342,525.2,79,70,21,15,527,37,,
547,20181110080352,526.7,51,70,21,15,527,21,,
548,20181110080402,529.6,17,70,21,15,530,0,,
549,20181110080412,526.8,70,70,21,15,525,74,,
550,20181110080422,525.9,37,70,21,15,527,17,,
551,20181110080432,525.9,57,70,21,15,527,4,,
552,20181110080442,529.5,-6,70,21,15,534,-89,,
553,20181110080452,515.2,205,70,21,15,515,197,,
554,20181110080502,528.4,28,70,21,15,528,0,,
555,20181110080512,528.2,31,70,21,15,528,0,,
556,20181110080522,528.4,24,70,21,15,528,5,,
557,20181110080532,528.5,17,70,21,15,529,0,,
558,20181110080542,521.8,124,70,21,15,520,135,,
559,20181110080552,524.3,54,70,21,15,527,-14,,
560,20181110080602,529.1,1,70,21,15,529,-10,,
561,20181110080612,533.1,-43,70,21,15,531,-6,,
562,20181110080622,529.2,18,70,21,15,528,19,,
563,20181110080632,527.8,10,69,21,15,523,97,,
564,20181110080642,524,38,69,21,15,527,-2,,
565,20181110080652,525.7,36,69,21,15,526,36,,
566,20181110080702,526.2,33,69,21,15,526,31,,
567,20181110080712,530.3,3,69,21,15,536,-94,,
568,20181110080722,530.3,12,69,21,15,530,0,,
569,20181110080732,523.1,122,69,21,15,523,94,,
570,20181110080742,522.3,106,69,21,15,522,102,,
571,20181110080752,529,-2,69,21,15,536,-117,,
572,20181110080802,530.6,10,69,21,15,531,0,,
573,20181110080812,530.1,10,69,21,15,530,0,,
574,20181110080822,530.1,10,69,21,15,530,0,,
575,20181110080832,520,126,68,21,15,522,71,,
576,20181110080842,528.7,-2,68,21,15,526,35,,
577,20181110080852,527.7,22,68,21,15,527,21,,
578,20181110080902,528.8,7,68,21,15,534,-80,,
579,20181110080912,527.6,48,68,21,15,527,50,,
580,20181110080922,526.5,-4,68,21,15,525,29,,
581,20181110080932,526.7,14,68,21,15,529,-10,,
582,20181110080942,525.9,32,68,21,15,527,19,,
583,20181110080952,533.1,-36,68,21,15,532,-34,,
584,20181110081002,529.3,16,68,21,15,529,0,,
585,20181110081012,513.1,240,68,21,15,511,254,,
586,20181110081022,523.7,56,68,21,15,523,49,,
587,20181110081032,531.6,-20,68,21,15,531,-26,,
588,20181110081042,528.8,17,68,21,15,529,0,,
589,20181110081052,528.8,17,68,21,15,529,0,,
590,20181110081102,522,148,68,21,15,523,78,,
591,20181110081112,524.6,65,68,21,15,524,60,,
592,20181110081122,526.7,2,68,21,15,525,29,,
593,20181110081132,527.2,17,68,21,15,531,-58,,
594,20181110081142,526.1,49,68,21,15,527,20,,
595,20181110081152,520.4,124,68,21,15,521,109,,
596,20181110081202,528.1,5,68,21,15,521,109,,
597,20181110081212,526.5,65,68,21,15,528,1,,
598,20181110081222,519.4,132,67,21,15,519,113,,
599,20181110081232,527.2,10,67,21,15,528,-5,,
600,20181110081242,531.6,-24,67,21,15,531,-20,,
601,20181110081252,528.8,11,67,21,15,528,13,,
602,20181110081302,516.7,197,67,21,15,514,211,,
603,20181110081312,532.3,-56,67,21,15,530,-30,,
604,20181110081322,528.6,26,67,21,15,529,0,,
605,20181110081332,529,10,67,21,15,529,0,,
606,20181110081342,529.2,9,67,21,15,529,2,,
607,20181110081352,529.1,9,67,21,15,529,0,,
608,20181110081402,529.4,10,67,21,15,530,0,,
609,20181110081412,529.5,9,67,21,15,530,0,,
610,20181110081422,527.1,39,67,21,15,525,66,,
611,20181110081432,531.2,-9,67,21,15,529,0,,
612,20181110081442,528.5,13,67,21,15,526,57,,
613,20181110081452,525.3,62,67,21,15,525,58,,
614,20181110081502,532.1,-78,66,21,15,534,-89,,
615,20181110081512,524.8,61,66,21,15,525,32,,
616,20181110081522,526.7,11,66,21,15,534,-113,,
617,20181110081532,533.5,-76,66,21,15,525,72,,
618,20181110081542,526.9,2,66,21,15,525,37,,
619,20181110081552,532.8,-45,66,21,15,533,-42,,
620,20181110081602,529.6,9,66,21,15,530,0,,
621,20181110081612,529.6,10,66,21,15,530,0,,
622,20181110081622,518.9,154,66,21,15,520,118,,
623,20181110081632,529.9,8,66,21,15,532,-32,,
624,20181110081642,528.5,17,66,21,15,530,-6,,
625,20181110081652,518.1,180,66,21,15,517,182,,
626,20181110081702,527.1,11,66,21,15,524,45,,
627,20181110081712,527.3,-6,66,21,15,525,41,,
628,20181110081722,535.6,-94,66,21,15,536,-95,,
629,20181110081732,530,9,66,21,15,530,0,,
630,20181110081742,529.7,10,66,21,15,530,1,,
631,20181110081752,525.1,66,66,21,15,526,36,,
632,20181110081802,523.2,93,66,21,15,520,139,,
633,20181110081812,526.5,94,66,21,15,528,2,,
634,20181110081822,532.4,-30,66,21,15,529,15,,
635,20181110081832,529,7,66,21,15,533,-73,,
636,20181110081842,513.8,216,65,21,15,525,0,,
637,20181110081852,525,12,65,21,15,525,36,,
638,20181110081902,526,-8,65,21,15,522,97,,
639,20181110081912,534,-73,65,21,15,534,-70,,
640,20181110081922,529.2,13,65,21,15,529,0,,
641,20181110081932,528.8,16,65,21,15,529,0,,
642,20181110081942,528.7,16,65,21,15,529,0,,
643,20181110081952,527.9,16,65,21,15,528,0,,
644,20181110082002,527.6,17,65,21,15,525,53,,
645,20181110082012,522.6,49,65,21,15,523,50,,
646,20181110082022,529.7,-96,65,21,15,532,-68,,
647,20181110082032,533.4,-55,65,21,15,529,16,,
648,20181110082042,515.5,181,65,21,15,526,-13,,
649,20181110082052,528.2,17,65,21,15,528,0,,
650,20181110082102,521.9,83,65,21,15,520,63,,
651,20181110082112,525.6,23,64,21,15,522,70,,
652,20181110082122,534.2,-105,64,21,15,535,-104,,
653,20181110082132,527.7,28,64,21,15,528,0,,
654,20181110082142,527.5,21,64,21,15,528,0,,
655,20181110082152,527.4,33,64,21,15,527,0,,
656,20181110082202,521,126,64,21,15,517,183,,
657,20181110082212,522.6,53,64,21,15,523,53,,
658,20181110082222,526.1,27,64,21,15,524,57,,
659,20181110082232,534.7,-85,64,21,15,528,53,,
660,20181110082242,528.5,7,64,21,15,529,0,,
661,20181110082252,527.4,32,64,21,15,525,61,,
662,20181110082302,527.5,13,64,21,15,526,22,,
663,20181110082312,527.8,-1,64,21,15,525,34,,
664,20181110082322,524.8,45,64,21,15,524,41,,
665,20181110082332,526.6,10,64,21,15,529,-9,,
666,20181110082342,523.9,44,64,21,15,526,13,,
667,20181110082352,530.5,0,64,21,15,529,0,,
668,20181110082402,528.7,20,64,21,15,528,27,,
669,20181110082412,519.4,134,64,21,15,519,134,,
670,20181110082422,525.6,33,64,21,15,526,24,,
671,20181110082432,525.5,41,63,21,15,525,31,,
672,20181110082442,527,7,63,21,15,529,-10,,
673,20181110082452,534,-79,63,21,15,534,-72,,
674,20181110082502,529.1,9,63,21,15,529,0,,
675,20181110082512,529.1,10,63,21,15,529,0,,
676,20181110082522,529.1,10,63,21,15,529,0,,
677,20181110082532,531.1,-30,63,21,15,531,-38,,
678,20181110082542,522.3,71,63,21,15,524,46,,
679,20181110082552,527.9,-3,63,21,15,528,-12,,
680,20181110082602,528.4,-2,63,21,15,529,-11,,
681,20181110082612,526.5,34,63,21,15,526,24,,
682,20181110082622,528.1,-6,63,21,15,529,-12,,
683,20181110082632,528.4,4,63,21,15,529,-8,,
684,20181110082642,527.1,31,63,21,15,527,22,,
685,20181110082652,527.8,7,63,21,15,529,-8,,
686,20181110082702,528.8,-2,63,21,15,528,9,,
687,20181110082712,526.4,41,63,21,15,526,30,,
688,20181110082722,525.9,39,63,21,15,527,22,,
689,20181110082732,534.8,-82,63,21,15,535,-87,,
690,20181110082742,529.6,10,63,21,15,530,0,,
691,20181110082752,529.4,9,63,21,15,530,0,,
692,20181110082802,525.4,85,63,21,15,524,92,,
693,20181110082812,525.2,53,63,21,15,525,40,,
694,20181110082822,525.8,49,63,21,15,526,38,,
695,20181110082832,528.7,1,63,21,15,529,-6,,
696,20181110082842,528.7,5,63,21,15,529,-3,,
697,20181110082852,527.1,29,63,21,15,527,21,,
698,20181110082902,528.7,1,63,21,15,529,-2,,
699,20181110082912,529.6,8,63,21,15,530,0,,
700,20181110082922,529.2,10,63,21,15,529,3,,
701,20181110082932,521,110,62,21,15,524,67,,
702,20181110082942,525.1,61,62,21,15,524,71,,
703,20181110082952,528.7,1,62,21,15,529,-3,,
704,20181110083002,528.6,-2,62,21,15,528,0,,
705,20181110083012,531.4,-11,62,21,15,532,-61,,
706,20181110083022,529.4,10,62,21,15,530,0,,
707,20181110083032,529.3,13,62,21,15,529,8,,
708,20181110083042,523.4,72,62,21,15,524,51,,
709,20181110083052,526.1,33,62,21,15,526,24,,
710,20181110083102,529.1,1,62,21,15,529,-4,,
711,20181110083112,529,13,62,21,15,529,0,,
712,20181110083122,529.6,0,62,21,15,529,-1,,
713,20181110083132,528.3,17,62,21,15,528,0,,
714,20181110083142,527.7,31,62,21,15,528,0,,
715,20181110083152,527.7,30,62,21,15,528,0,,
716,20181110083202,528.9,3,62,21,15,529,0,,
717,20181110083212,529.3,0,62,21,15,529,0,,
718,20181110085012,532.3,1,62,20,14,533,0,,
719,20181110085022,532.1,2,62,20,14,532,0,,
720,20181110085032,532.1,2,62,20,14,532,0,,
721,20181110085042,532.1,2,62,20,14,532,0,,
722,20181110085052,532.1,2,62,20,14,532,0,,
723,20181110085102,532,2,62,20,14,532,0,,
724,20181110085112,531.9,3,62,20,14,532,0,,
725,20181110085122,531.6,6,62,20,14,532,0,,
726,20181110085132,529.9,13,62,20,14,530,2,,
727,20181110085142,527.1,61,62,20,14,526,62,,
728,20181110085152,527.9,33,62,20,14,528,12,,
729,20181110085202,528.7,12,62,20,14,530,0,,
730,20181110085212,528.8,27,62,20,14,529,14,,
731,20181110085222,532.3,-44,62,20,14,533,-55,,
732,20181110085232,530.3,10,62,20,14,530,0,,
733,20181110085242,530.1,10,62,20,14,530,0,,
734,20181110085252,530.1,11,62,20,14,530,0,,
735,20181110085302,523,93,62,20,14,526,23,,
736,20181110085312,525.6,54,61,20,14,526,23,,
737,20181110085322,528.1,0,61,20,14,527,14,,
738,20181110085332,528.5,12,61,20,14,525,43,,
739,20181110085342,527.1,0,61,20,14,525,41,,
740,20181110085352,524.5,80,61,20,14,524,73,,
741,20181110085402,524.7,42,61,20,14,524,41,,
742,20181110085412,524.4,51,61,20,14,525,21,,
743,20181110085422,527.3,5,61,20,14,528,-11,,
744,20181110085432,528.8,14,61,20,14,529,0,,
745,20181110085442,528.3,19,61,20,14,528,10,,
746,20181110085452,522.1,64,61,20,14,523,43,,
747,20181110085502,524.2,50,61,20,14,524,41,,
748,20181110085512,524.3,13,61,20,14,527,-10,,
749,20181110085522,524.9,33,61,20,14,527,-9,,
750,20181110085532,525.3,37,60,20,14,527,-7,,
751,20181110085542,525.6,32,60,20,14,526,22,,
752,20181110085552,533.7,-104,60,20,14,535,-114,,
753,20181110085602,528.9,13,60,20,14,529,0,,
754,20181110085612,528.5,13,60,20,14,529,0,,
755,20181110085622,522.5,116,60,20,14,520,128,,
756,20181110085632,523.3,61,60,20,14,522,50,,
757,20181110085642,523.5,6,60,20,14,526,-10,,
758,20181110085652,528,13,60,20,14,528,0,,
759,20181110085702,516.2,137,60,20,14,520,55,,
760,20181110085712,522.6,38,60,20,14,524,27,,
761,20181110085722,530.6,-25,60,20,14,530,-25,,
762,20181110085732,515.2,196,60,20,14,514,196,,
763,20181110085742,526.7,6,60,20,14,527,-1,,
764,20181110085752,522.1,43,59,20,14,523,29,,
765,20181110085802,522.9,53,59,20,14,523,47,,
766,20181110085812,524.1,39,59,20,14,524,40,,
767,20181110085822,521.7,110,59,20,14,521,107,,
768,20181110085832,522.8,53,59,20,14,524,37,,
769,20181110085842,524.6,33,59,20,14,526,22,,
770,20181110085852,525.2,33,59,20,14,525,38,,
771,20181110085902,536.4,-146,59,20,14,538,-142,,
772,20181110085912,532.2,-20,59,20,14,532,-16,,
773,20181110085922,525.7,34,59,20,14,526,27,,
774,20181110085932,522,71,59,20,14,523,58,,
775,20181110085942,523.2,61,59,20,14,523,62,,
776,20181110085952,524.4,45,59,20,14,525,28,,
777,20181110090002,534.2,-57,59,20,14,533,-37,,
778,20181110090012,529.8,2,59,20,14,530,0,,
779,20181110090022,529.4,0,59,20,14,529,0,,
780,20181110090032,522.2,111,59,20,14,521,120,,
781,20181110090042,525.4,16,59,20,14,526,-9,,
782,20181110090052,524.1,47,59,20,14,528,-6,,
783,20181110090102,526,24,59,20,14,526,34,,
784,20181110090112,536.1,-112,59,20,14,537,-111,,
785,20181110090122,529.8,1,59,20,14,530,0,,
786,20181110090132,529.8,1,59,20,14,530,0,,
787,20181110090142,529.8,2,59,20,14,530,0,,
788,20181110090152,529.7,4,59,20,14,530,0,,
789,20181110090202,529.5,7,59,20,14,530,0,,
790,20181110090212,516.1,193,59,20,14,515,198,,
791,20181110090222,523.7,55,58,20,14,523,48,,
792,20181110090232,522.2,75,58,20,14,521,77,,
793,20181110090242,527.4,48,58,20,14,526,50,,
794,20181110090252,521.4,57,58,20,14,522,45,,
795,20181110090302,534.8,-116,58,20,14,522,115,,
796,20181110090312,523.8,10,58,20,14,528,-33,,
797,20181110090322,533.6,-93,58,20,14,533,-72,,
798,20181110090332,528.2,11,58,20,14,528,0,,
799,20181110090342,516.8,140,58,20,14,518,111,,
800,20181110090352,521.7,96,58,20,14,521,100,,
801,20181110090402,534.3,-125,58,20,14,535,-137,,
802,20181110090412,520.7,51,58,20,14,524,22,,
803,20181110090422,522.9,54,58,20,14,524,34,,
804,20181110090432,524.6,37,58,20,14,525,28,,
805,20181110090442,528.3,0,58,20,14,523,70,,
806,20181110090452,525.2,38,57,20,14,525,27,,
807,20181110090502,523.5,70,57,20,14,524,46,,
808,20181110090512,521.6,152,57,20,14,519,142,,
809,20181110090522,523.9,62,57,20,14,523,51,,
810,20181110090532,532.7,-65,57,20,14,533,-75,,
811,20181110090542,526.3,25,57,20,14,527,1,,
812,20181110090552,523.1,61,57,20,14,524,18,,
813,20181110090602,526.7,-22,57,20,14,531,-89,,
814,20181110090612,524.8,48,57,20,14,526,8,,
815,20181110090622,529.6,-13,57,20,14,530,-17,,
816,20181110090632,528.8,3,57,20,14,529,0,,
817,20181110090642,526.4,73,57,20,14,521,120,,
818,20181110090652,532.5,-56,57,20,14,533,-52,,
819,20181110090702,529.3,3,57,20,14,530,0,,
820,20181110090712,529.4,2,57,20,14,530,0,,
821,20181110090722,529.6,1,57,20,14,530,0,,
822,20181110090732,529.7,2,57,20,14,530,0,,
823,20181110090742,529.8,2,57,20,14,530,0,,
824,20181110090752,529.9,2,57,20,14,530,0,,
825,20181110090802,525.1,55,57,20,14,525,59,,
826,20181110090812,525.1,34,57,20,14,525,34,,
827,20181110090822,532.8,-59,57,20,14,531,-17,,
828,20181110090832,530,2,57,20,14,530,0,,
829,20181110090842,530,1,57,20,14,530,0,,
830,20181110090852,519.6,123,57,20,14,519,136,,
831,20181110090902,524.6,43,57,20,14,526,22,,
832,20181110090912,525.8,29,57,20,14,526,34,,
833,20181110090922,528.8,-13,57,20,14,529,-10,,
834,20181110090932,530.3,1,57,20,14,531,0,,
835,20181110090942,529.9,1,57,20,14,530,0,,
836,20181110090952,530,1,57,20,14,530,0,,
837,20181110091002,530,2,57,20,14,530,0,,
838,20181110091012,529.8,5,57,20,14,530,0,,
839,20181110091022,529.5,8,57,20,14,530,0,,
840,20181110091032,526.2,40,57,20,14,527,22,,
841,20181110091042,521.8,109,57,20,14,524,62,,
842,20181110091052,530.4,-8,57,20,14,533,-72,,
843,20181110091102,516.2,212,57,20,14,514,222,,
844,20181110091112,533.9,-126,56,20,14,533,-75,,
845,20181110091122,518.4,179,56,20,14,517,183,,
846,20181110091132,529.4,0,56,20,14,529,-10,,
847,20181110091142,527.7,25,56,20,14,528,0,,
848,20181110091152,527.6,27,56,20,14,528,0,,
849,20181110091202,527.9,12,56,20,14,528,0,,
850,20181110091212,528.1,12,56,20,14,528,0,,
851,20181110091222,524.3,63,56,20,14,527,3,,
852,20181110091232,522.5,48,56,20,14,523,33,,
853,20181110091242,523.4,49,56,20,14,523,42,,
854,20181110091252,533.2,-70,56,20,14,533,-72,,
855,20181110091302,528,13,56,20,14,528,0,,
856,20181110091312,527.9,13,56,20,14,528,0,,
857,20181110091322,513.9,222,56,20,14,511,235,,
858,20181110091332,522.6,43,56,20,14,523,38,,
859,20181110091342,527.7,-22,56,20,14,534,-113,,
860,20181110091352,529.1,3,56,20,14,529,0,,
861,20181110091402,528.8,2,56,20,14,529,0,,
862,20181110091412,529,2,56,20,14,529,0,,
863,20181110091422,529.2,3,56,20,14,530,0,,
864,20181110091432,529.4,2,56,20,14,530,0,,
865,20181110091442,529.6,1,56,20,14,530,0,,
866,20181110091452,523.6,90,56,20,14,523,97,,
867,20181110091502,529.7,1,56,20,14,530,0,,
868,20181110091512,529.8,1,56,20,14,530,0,,
869,20181110091522,529.9,2,56,20,14,530,0,,
870,20181110091532,514.9,180,56,20,14,518,126,,
871,20181110091542,526.4,0,55,20,14,524,38,,
872,20181110091552,534.5,-75,55,20,14,535,-73,,
873,20181110091602,529.1,1,55,20,14,528,27,,
874,20181110091612,533.1,-62,55,20,14,533,-53,,
875,20181110091622,529.7,1,55,20,14,530,0,,
876,20181110091632,529.8,1,55,20,14,530,0,,
877,20181110091642,529.9,1,55,20,14,530,0,,
878,20181110091652,530,1,55,20,14,530,0,,
879,20181110091702,529.1,-22,55,20,14,533,-64,,
880,20181110091712,529.9,1,55,20,14,530,0,,
881,20181110091722,530,1,55,20,14,530,0,,
882,20181110091732,525.4,32,55,20,14,528,2,,
883,20181110091742,523.4,76,55,20,14,523,85,,
884,20181110091752,533.9,-59,55,20,14,534,-52,,
885,20181110091802,525.8,43,55,20,14,525,63,,
886,20181110091812,521.1,157,55,20,14,516,202,,
887,20181110091822,523.8,50,55,20,14,523,64,,
888,20181110091832,528.1,-12,55,20,14,529,-7,,
889,20181110091842,530.7,-9,55,20,14,530,-3,,
890,20181110091852,528.6,0,55,20,14,534,-75,,
891,20181110091902,528.1,1,55,20,14,529,0,,
892,20181110091912,523.6,86,55,20,14,521,109,,
893,20181110091922,527.6,-14,55,20,14,531,-44,,
894,20181110091932,529,10,55,20,14,529,0,,
895,20181110091942,526,-6,55,20,14,521,86,,
896,20181110091952,526.1,50,55,20,14,528,5,,
897,20181110092002,528.7,1,55,20,14,533,-56,,
898,20181110092012,527.4,-8,55,20,14,528,-8,,
899,20181110092022,529,-20,55,20,14,530,-7,,
900,20181110092032,530.2,1,55,20,14,531,0,,
901,20181110092042,524.4,105,55,20,14,520,148,,
902,20181110092052,524.8,40,55,20,14,525,44,,
903,20181110092102,535.2,-89,55,20,14,536,-80,,
904,20181110092112,528,-4,55,20,14,524,58,,
905,20181110092122,521.6,136,55,20,14,520,146,,
906,20181110092132,529.2,-8,55,20,14,535,-103,,
907,20181110092142,530,1,55,20,14,530,0,,
908,20181110092152,517.2,137,55,20,14,522,43,,
909,20181110092202,526.1,0,54,20,14,526,24,,
910,20181110092212,525.7,38,54,20,14,525,45,,
911,20181110092222,525.8,49,54,20,14,525,45,,
912,20181110092232,524.2,86,54,20,14,522,120,,
913,20181110092242,533.3,-43,54,20,14,533,-33,,
914,20181110092252,524.8,97,54,20,14,525,64,,
915,20181110092302,532.8,-37,54,20,14,528,36,,
916,20181110092312,528.8,0,54,20,14,524,90,,
917,20181110092322,533.4,-95,54,20,14,534,-82,,
918,20181110092332,529.3,0,54,20,14,529,0,,
919,20181110092342,528.4,13,54,20,14,529,0,,
920,20181110092352,528.6,4,54,20,14,529,0,,
921,20181110092402,524.3,31,54,20,14,525,19,,
922,20181110092412,524.1,49,54,20,14,524,40,,
923,20181110092422,528.4,6,54,20,14,529,0,,
924,20181110092432,528.7,8,54,20,14,529,0,,
925,20181110092442,515.7,153,54,20,14,519,110,,
926,20181110092452,526.9,-5,54,20,14,527,-13,,
927,20181110092502,524.2,4,54,20,14,524,37,,
928,20181110092512,526.5,41,54,20,14,527,29,,
929,20181110092522,526.2,-6,54,20,14,535,-141,,
930,20181110092532,525,56,54,20,14,524,49,,
931,20181110092542,527.2,11,54,20,14,528,0,,
932,20181110092552,527.1,12,54,20,14,527,0,,
933,20181110092602,527.1,21,54,20,14,527,0,,
934,20181110092612,527.6,12,54,20,14,528,0,,
935,20181110092622,527.7,12,54,20,14,528,0,,
936,20181110092632,527.8,12,54,20,14,528,0,,
937,20181110092642,527.9,12,54,20,14,528,0,,
938,20181110092652,527.9,13,53,20,14,528,0,,
939,20181110092702,527.9,13,53,20,14,528,0,,
940,20181110092712,528,12,53,20,14,528,0,,
941,20181110092722,528,12,53,20,14,528,0,,
942,20181110092732,528,12,53,20,14,528,0,,
943,20181110092742,528.1,12,53,20,14,529,0,,
944,20181110092752,528.1,12,53,20,14,529,0,,
945,20181110092802,528.2,12,53,20,14,528,0,,
946,20181110092812,528.2,12,53,20,14,529,0,,
947,20181110092822,528.2,12,53,20,14,529,0,,
948,20181110092832,528.2,12,53,20,14,529,0,,
949,20181110092842,528.3,12,53,20,14,529,0,,
950,20181110092852,528.3,12,53,20,14,529,0,,
951,20181110092902,528.3,12,53,20,14,529,0,,
952,20181110092912,528.3,12,53,20,14,529,0,,
953,20181110092922,528.3,12,53,20,14,529,0,,
954,20181110092932,528.3,12,53,20,14,529,0,,
955,20181110092942,528.3,12,53,20,14,529,0,,
956,20181110092952,528.3,12,53,20,14,529,0,,
957,20181110093002,528.3,12,53,20,14,529,0,,
958,20181110093012,528.3,12,53,20,14,529,0,,
959,20181110093022,528.3,12,53,20,14,529,0,,
960,20181110093032,528.3,12,53,20,14,529,0,,
961,20181110093042,528.2,13,53,20,14,529,0,,
962,20181110093052,528.2,13,53,20,14,529,0,,
963,20181110093102,528.2,13,53,20,14,529,0,,
964,20181110093112,528.8,3,53,20,14,529,0,,
965,20181110093122,529.3,2,53,20,14,530,0,,
966,20181110093132,529.6,2,53,20,14,530,0,,
967,20181110093142,529.7,2,53,20,14,530,0,,
968,20181110093152,529.8,2,53,20,14,530,0,,
969,20181110093202,529.9,2,53,20,14,530,0,,
970,20181110093212,530,1,53,20,14,530,0,,
971,20181110093222,530.1,1,53,20,14,531,0,,
972,20181110093232,530.2,1,53,20,14,531,0,,
973,20181110093242,530.3,1,53,20,14,531,0,,
974,20181110093252,530.4,1,53,20,14,531,0,,
975,20181110093302,530.4,1,53,20,14,531,0,,
976,20181110093312,530.4,1,53,20,14,531,0,,
977,20181110093322,530.5,1,53,20,14,531,0,,
978,20181110093332,530.5,1,53,20,14,531,0,,
979,20181110093342,530.6,1,53,20,14,531,0,,
980,20181110093352,530.6,0,53,20,14,531,0,,
981,20181110093402,530.6,0,53,20,14,531,0,,
982,20181110093412,530.7,0,53,20,14,531,0,,
983,20181110093422,530.7,0,53,20,14,531,0,,
984,20181110093432,530.7,0,53,20,14,531,0,,
985,20181110093442,530.7,0,53,20,14,531,0,,
986,20181110093452,530.8,0,53,20,14,531,0,,
987,20181110093502,530.8,0,53,20,14,531,0,,
988,20181110093512,530.8,1,53,20,14,531,0,,
989,20181110093522,530.8,0,53,20,14,531,0,,
990,20181110093532,527.7,22,53,20,14,528,18,,
991,20181110093542,528.8,-1,53,20,14,530,-2,,
992,20181110093552,530.2,1,53,20,14,531,0,,
993,20181110093602,530.3,1,53,20,14,531,0,,
994,20181110093612,530.4,1,53,20,14,531,0,,
995,20181110093622,530.5,3,53,20,14,530,7,,
996,20181110093632,525.6,45,53,20,14,527,32,,
997,20181110093642,527.3,25,53,20,14,529,7,,
998,20181110093652,526.7,35,53,20,14,526,37,,
999,20181110093702,529.1,0,53,20,14,529,0,,
1000,20181110093712,533.1,-46,53,20,14,533,-37,,
1001,20181110093722,530.3,1,53,20,14,531,0,,
1002,20181110093732,529.8,13,53,20,14,530,0,,
1003,20181110093742,526,50,53,20,14,526,31,,
1004,20181110093752,529.5,16,53,20,14,530,0,,
1005,20181110093802,529.3,3,53,20,14,530,0,,
1006,20181110093812,530,2,53,20,14,530,0,,
1007,20181110093822,517.8,173,53,20,14,517,177,,
1008,20181110093832,523.5,62,52,20,14,528,-14,,
1009,20181110093842,533.5,-42,52,20,14,533,-39,,
1010,20181110093852,523.8,82,52,20,14,521,104,,
1011,20181110093902,527.1,-2,52,20,14,528,-8,,
1012,20181110093912,527.8,5,52,20,14,528,-2,,
1013,20181110093922,525.8,17,52,20,14,528,0,,
1014,20181110093932,528.7,10,52,20,14,529,0,,
1015,20181110093942,528.5,10,52,20,14,529,0,,
1016,20181110093952,515.7,168,52,20,14,520,93,,
1017,20181110094002,521.2,23,52,20,14,526,-12,,
1018,20181110094012,531.9,-74,52,20,14,531,-54,,
1019,20181110094022,529.4,-12,52,20,14,529,-17,,
1020,20181110094032,527.8,13,52,20,14,528,0,,
1021,20181110094042,527.8,13,52,20,14,528,0,,
1022,20181110094052,527.8,13,52,20,14,528,0,,
1023,20181110094102,524.6,61,52,20,14,524,57,,
1024,20181110094112,520.9,97,52,20,14,520,94,,
1025,20181110094122,521.8,68,52,20,14,522,42,,
1026,20181110094132,526.4,3,52,20,14,527,-7,,
1027,20181110094142,524.8,35,52,20,14,526,13,,
1028,20181110094152,528,20,52,20,14,524,70,,
1029,20181110094202,527.7,-2,52,20,14,526,25,,
1030,20181110094212,528,2,52,20,14,525,46,,
1031,20181110094222,524.8,51,52,20,14,523,67,,
1032,20181110094232,525.8,28,52,20,14,527,16,,
1033,20181110094242,530.3,-16,52,20,14,530,-4,,
1034,20181110094252,519.2,133,51,20,14,518,146,,
1035,20181110094302,527.5,0,51,20,14,528,0,,
1036,20181110094312,521.9,54,51,20,14,524,34,,
1037,20181110094322,517.6,143,51,20,14,516,147,,
1038,20181110094332,526.8,-13,51,20,14,533,-106,,
1039,20181110094342,528.7,-5,51,20,14,528,-1,,
1040,20181110094352,528.9,2,51,20,14,529,0,,
1041,20181110094402,528.9,1,51,20,14,529,0,,
1042,20181110094412,529.1,1,51,20,14,530,0,,
1043,20181110094422,529.2,1,51,20,14,530,0,,
1044,20181110094432,529.4,1,51,20,14,530,0,,
1045,20181110094442,529.5,1,51,20,14,530,0,,
1046,20181110094452,526.5,42,51,20,14,526,51,,
1047,20181110094502,528.5,2,51,20,14,529,0,,
1048,20181110094512,528.4,1,51,20,14,527,35,,
1049,20181110094522,510.3,139,50,20,14,524,-2,,
1050,20181110094532,526.7,-15,50,20,14,527,-4,,
1051,20181110094542,529.9,0,50,20,14,530,0,,
1052,20181110094552,529.1,1,50,20,14,529,0,,
1053,20181110094602,529.7,-7,50,20,14,530,-5,,
1054,20181110094612,528.8,13,50,20,14,530,0,,
1055,20181110094622,529.1,1,50,20,14,531,-28,,
1056,20181110094632,527.5,29,50,20,14,529,3,,
1057,20181110094642,529.4,6,50,20,14,530,0,,
1058,20181110094652,529.2,4,50,20,14,529,0,,
1059,20181110094702,529.2,14,50,20,14,530,0,,
1060,20181110094712,529.6,1,50,20,14,530,0,,
1061,20181110094722,529.7,2,50,20,14,530,0,,
